trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.7, 'e': 0.8139999999999998}",25,14,4.2303875214700835,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.8129999999999998}",20,0,-59.1427780157415,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
188,False,"{'a': 0.7, 'e': 0.8119999999999998}",20,12,-17.873758960321357,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 0.8109999999999998}",25,0,-127.54403463911589,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
190,False,"{'a': 0.7, 'e': 0.8099999999999998}",20,0,-76.68035314346774,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
191,False,"{'a': 0.7, 'e': 0.8089999999999998}",25,18,-0.4173866758838085,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.8079999999999998}",25,0,-87.57962593440355,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
193,False,"{'a': 0.7, 'e': 0.8069999999999998}",25,0,-135.77376034529038,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
194,False,"{'a': 0.7, 'e': 0.8059999999999998}",20,13,-0.7958055057177464,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.8049999999999998}",25,13,-32.431162106184324,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.8039999999999998}",20,10,-79.131008480146,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
197,False,"{'a': 0.7, 'e': 0.8029999999999998}",20,3,-196.03044610963568,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 4}",1
198,False,"{'a': 0.7, 'e': 0.8019999999999998}",25,7,-0.9793177312300156,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.8009999999999998}",20,0,-67.97970076223525,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
200,False,"{'a': 0.7, 'e': 0.7999999999999998}",20,0,-108.24931623966145,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
201,False,"{'a': 0.7, 'e': 0.7989999999999998}",20,0,-98.65696279072013,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
202,False,"{'a': 0.7, 'e': 0.7979999999999998}",20,0,-63.613139397882854,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
203,False,"{'a': 0.7, 'e': 0.7969999999999998}",25,0,-88.06161910362799,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
204,False,"{'a': 0.7, 'e': 0.7959999999999998}",25,0,-83.81622055635304,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
205,False,"{'a': 0.7, 'e': 0.7949999999999998}",25,4,-29.05789989231307,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.7939999999999998}",20,0,-75.45923335379815,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
207,False,"{'a': 0.7, 'e': 0.7929999999999998}",30,0,-73.77170022582939,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
208,False,"{'a': 0.7, 'e': 0.7919999999999998}",20,0,-107.16037830175377,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
209,False,"{'a': 0.7, 'e': 0.7909999999999998}",30,0,-110.00382363796776,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
210,False,"{'a': 0.7, 'e': 0.7899999999999998}",20,0,-65.96306793159724,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
211,False,"{'a': 0.7, 'e': 0.7889999999999998}",25,2,-122.00802958103196,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 3}",1
212,False,"{'a': 0.7, 'e': 0.7879999999999998}",20,0,-67.66305359400175,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
213,False,"{'a': 0.7, 'e': 0.7869999999999998}",30,4,-63.19948320232736,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
214,False,"{'a': 0.7, 'e': 0.7859999999999998}",30,0,-135.53899002269108,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
215,False,"{'a': 0.7, 'e': 0.7849999999999998}",25,3,-51.01651230976523,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
216,False,"{'a': 0.7, 'e': 0.7839999999999998}",35,18,-159.46715673566956,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 4}",1
217,False,"{'a': 0.7, 'e': 0.7829999999999998}",25,0,-89.00062167564873,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
218,False,"{'a': 0.7, 'e': 0.7819999999999998}",25,17,-50.08810423286528,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
219,False,"{'a': 0.7, 'e': 0.7809999999999998}",20,0,-101.09725642305376,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
220,False,"{'a': 0.7, 'e': 0.7799999999999998}",20,0,-52.27907922170747,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
221,False,"{'a': 0.7, 'e': 0.7789999999999998}",30,0,-129.07401591809628,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
222,False,"{'a': 0.7, 'e': 0.7779999999999998}",25,14,-16.10797236657532,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.7769999999999998}",20,0,-26.663579311263632,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
224,False,"{'a': 0.7, 'e': 0.7759999999999998}",20,0,-25.745700538713248,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
225,False,"{'a': 0.7, 'e': 0.7749999999999998}",30,0,-126.98578875325178,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
226,False,"{'a': 0.7, 'e': 0.7739999999999998}",20,0,-23.02536618326254,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
227,False,"{'a': 0.7, 'e': 0.7729999999999998}",20,0,-90.99902819824497,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
228,False,"{'a': 0.7, 'e': 0.7719999999999998}",20,4,-29.489182589255584,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.7709999999999998}",20,0,-36.11392430643851,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.7, 'e': 0.7699999999999998}",20,0,-36.227652568014335,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
231,False,"{'a': 0.7, 'e': 0.7689999999999998}",25,5,-83.63999014134131,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",1
232,False,"{'a': 0.7, 'e': 0.7679999999999998}",30,0,-47.713229958714074,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
233,False,"{'a': 0.7, 'e': 0.7669999999999998}",25,0,-136.82974771720993,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",1
234,False,"{'a': 0.7, 'e': 0.7659999999999998}",20,0,-137.8617698404665,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
235,False,"{'a': 0.7, 'e': 0.7649999999999998}",30,0,-62.34586553639589,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",0
236,False,"{'a': 0.7, 'e': 0.7639999999999998}",20,0,-27.784629761184377,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
237,False,"{'a': 0.7, 'e': 0.7629999999999998}",20,0,-119.64358123170511,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
238,False,"{'a': 0.7, 'e': 0.7619999999999998}",25,0,-52.604276528696325,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
239,False,"{'a': 0.7, 'e': 0.7609999999999998}",20,0,-126.07143098477039,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
240,False,"{'a': 0.7, 'e': 0.7599999999999998}",20,0,-150.3453717123467,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
241,False,"{'a': 0.7, 'e': 0.7589999999999998}",25,5,-88.80593761631239,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
242,False,"{'a': 0.7, 'e': 0.7579999999999998}",25,0,-62.68256676934891,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
243,False,"{'a': 0.7, 'e': 0.7569999999999998}",25,0,-84.5591313834889,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
244,False,"{'a': 0.7, 'e': 0.7559999999999998}",20,0,-26.626702185641626,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.7, 'e': 0.7549999999999998}",35,0,-194.8002892583281,"{0: 24, 1: 3, 2: 3, 3: 1, 4: 4}",0
246,False,"{'a': 0.7, 'e': 0.7539999999999998}",20,0,-2.8327453964052736,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
247,False,"{'a': 0.7, 'e': 0.7529999999999998}",30,0,-103.13443986875687,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
248,False,"{'a': 0.7, 'e': 0.7519999999999998}",20,0,-80.45701058339625,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
249,False,"{'a': 0.7, 'e': 0.7509999999999998}",25,0,-65.59139685384271,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.7, 'e': 0.7499999999999998}",25,0,-133.24801346433125,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
251,False,"{'a': 0.7, 'e': 0.7489999999999998}",20,0,-55.540365505332204,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
252,False,"{'a': 0.7, 'e': 0.7479999999999998}",20,1,-16.97648544735011,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.7469999999999998}",25,0,2.397530124945561,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.7, 'e': 0.7459999999999998}",35,17,-67.18676080342962,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
255,False,"{'a': 0.7, 'e': 0.7449999999999998}",20,0,-179.95498525415823,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",1
256,False,"{'a': 0.7, 'e': 0.7439999999999998}",25,5,-26.28705577020726,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.7, 'e': 0.7429999999999998}",20,11,16.4321727798148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.7419999999999998}",35,9,-112.71619629212016,"{0: 16, 1: 4, 2: 2, 3: 3, 4: 1}",1
259,False,"{'a': 0.7, 'e': 0.7409999999999998}",25,3,-59.118528880738,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
260,False,"{'a': 0.7, 'e': 0.7399999999999998}",20,0,2.283372055935958,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
261,False,"{'a': 0.7, 'e': 0.7389999999999998}",30,8,-124.80964299454473,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 2}",1
262,False,"{'a': 0.7, 'e': 0.7379999999999998}",20,10,-91.29383523431345,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
263,False,"{'a': 0.7, 'e': 0.7369999999999998}",25,0,-168.2627307322411,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
264,False,"{'a': 0.7, 'e': 0.7359999999999998}",20,0,-69.2524913709052,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
265,False,"{'a': 0.7, 'e': 0.7349999999999998}",25,20,8.59935210652488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.7339999999999998}",25,0,-147.5813468939893,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
267,False,"{'a': 0.7, 'e': 0.7329999999999998}",30,0,-94.94369896939789,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
268,False,"{'a': 0.7, 'e': 0.7319999999999998}",35,0,-104.27463081585572,"{0: 28, 1: 1, 2: 3, 3: 1, 4: 2}",0
269,False,"{'a': 0.7, 'e': 0.7309999999999998}",30,0,-48.10781505937726,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
270,False,"{'a': 0.7, 'e': 0.7299999999999998}",20,2,-26.19411806568116,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.7289999999999998}",25,0,-183.17753503673674,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
272,False,"{'a': 0.7, 'e': 0.7279999999999998}",20,2,-23.758250242269288,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
273,False,"{'a': 0.7, 'e': 0.7269999999999998}",30,0,-263.4404907086356,"{0: 12, 1: 6, 2: 7, 3: 1, 4: 4}",0
274,False,"{'a': 0.7, 'e': 0.7259999999999998}",25,18,-30.067938073029193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.7, 'e': 0.7249999999999998}",25,0,-135.17163057943895,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
276,False,"{'a': 0.7, 'e': 0.7239999999999998}",25,0,-112.79952003848155,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
277,False,"{'a': 0.7, 'e': 0.7229999999999998}",20,12,-21.919607213708204,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.7219999999999998}",20,0,-108.18817324656644,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
279,False,"{'a': 0.7, 'e': 0.7209999999999998}",20,9,-63.51171939212037,"{0: 5, 1: 2, 2: 2, 3: 2, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.7199999999999998}",25,0,-174.75252307621807,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
281,False,"{'a': 0.7, 'e': 0.7189999999999998}",25,0,-95.94538060039534,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
282,False,"{'a': 0.7, 'e': 0.7179999999999997}",35,0,-136.84640393368687,"{0: 20, 1: 8, 2: 4, 3: 2, 4: 1}",0
283,False,"{'a': 0.7, 'e': 0.7169999999999997}",25,11,-85.66167035869775,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
284,False,"{'a': 0.7, 'e': 0.7159999999999997}",20,16,9.305099802268996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.7149999999999997}",25,0,-21.28700518024641,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.7139999999999997}",35,5,-76.63542882556322,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",1
287,False,"{'a': 0.7, 'e': 0.7129999999999997}",20,14,3.359927802356359,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.7119999999999997}",20,0,-87.39810261075675,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
289,False,"{'a': 0.7, 'e': 0.7109999999999997}",25,0,-75.68219162616586,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
290,False,"{'a': 0.7, 'e': 0.7099999999999997}",25,0,-91.76098061645816,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
291,False,"{'a': 0.7, 'e': 0.7089999999999997}",20,0,-91.36946991066633,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
292,False,"{'a': 0.7, 'e': 0.7079999999999997}",20,0,-55.915446900308176,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
293,False,"{'a': 0.7, 'e': 0.7069999999999997}",30,1,-75.07788053785418,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 1}",1
294,False,"{'a': 0.7, 'e': 0.7059999999999997}",30,0,-190.50606829552981,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
295,False,"{'a': 0.7, 'e': 0.7049999999999997}",20,0,-33.98250862218326,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
296,False,"{'a': 0.7, 'e': 0.7039999999999997}",20,0,-58.0905241477371,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
297,False,"{'a': 0.7, 'e': 0.7029999999999997}",25,0,-156.57490592616506,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",1
298,False,"{'a': 0.7, 'e': 0.7019999999999997}",25,0,-81.56765730506584,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
299,False,"{'a': 0.7, 'e': 0.7009999999999997}",20,0,-95.45475405653013,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
300,False,"{'a': 0.7, 'e': 0.6999999999999997}",30,0,-106.78831124434633,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
301,False,"{'a': 0.7, 'e': 0.6989999999999997}",25,0,-24.247637797756497,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
302,False,"{'a': 0.7, 'e': 0.6979999999999997}",20,0,-2.571960320316133,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.7, 'e': 0.6969999999999997}",25,0,-55.84004191303354,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
304,False,"{'a': 0.7, 'e': 0.6959999999999997}",25,6,-44.811389231226215,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
305,False,"{'a': 0.7, 'e': 0.6949999999999997}",30,0,-188.2756230822801,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
306,False,"{'a': 0.7, 'e': 0.6939999999999997}",30,0,-40.08010591323741,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
307,False,"{'a': 0.7, 'e': 0.6929999999999997}",20,0,-28.610149503786676,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
308,False,"{'a': 0.7, 'e': 0.6919999999999997}",20,0,-112.46846693243036,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
309,False,"{'a': 0.7, 'e': 0.6909999999999997}",30,18,-11.091819975411525,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.6899999999999997}",30,0,-132.64109870670512,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
311,False,"{'a': 0.7, 'e': 0.6889999999999997}",20,0,-8.502386977481283,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.7, 'e': 0.6879999999999997}",25,0,17.158892754940954,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
313,False,"{'a': 0.7, 'e': 0.6869999999999997}",30,22,19.483717540372297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.6859999999999997}",25,0,-75.29154503600056,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
315,False,"{'a': 0.7, 'e': 0.6849999999999997}",20,0,-112.09501043778425,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
316,False,"{'a': 0.7, 'e': 0.6839999999999997}",35,20,-51.435542408037286,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
317,False,"{'a': 0.7, 'e': 0.6829999999999997}",20,0,-133.07115297413148,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
318,False,"{'a': 0.7, 'e': 0.6819999999999997}",25,12,-8.245295855893826,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.6809999999999997}",20,0,-39.749572375571155,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
320,False,"{'a': 0.7, 'e': 0.6799999999999997}",20,0,-56.442142023075654,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
321,False,"{'a': 0.7, 'e': 0.6789999999999997}",20,10,-6.877005369185926,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.6779999999999997}",30,0,-82.78948693924347,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
323,False,"{'a': 0.7, 'e': 0.6769999999999997}",20,0,-115.64842924198577,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
324,False,"{'a': 0.7, 'e': 0.6759999999999997}",20,0,-113.63663789828355,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
325,False,"{'a': 0.7, 'e': 0.6749999999999997}",25,0,-95.6916535526695,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
326,False,"{'a': 0.7, 'e': 0.6739999999999997}",20,0,-15.58667546929478,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
327,False,"{'a': 0.7, 'e': 0.6729999999999997}",20,0,10.78423028830106,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
328,False,"{'a': 0.7, 'e': 0.6719999999999997}",20,0,-62.83226148210938,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
329,False,"{'a': 0.7, 'e': 0.6709999999999997}",20,0,-86.40249827872488,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
330,False,"{'a': 0.7, 'e': 0.6699999999999997}",30,0,-58.992196852110915,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
331,False,"{'a': 0.7, 'e': 0.6689999999999997}",20,0,-55.27794579754722,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
332,False,"{'a': 0.7, 'e': 0.6679999999999997}",25,0,-20.422260185499027,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
333,False,"{'a': 0.7, 'e': 0.6669999999999997}",35,0,-108.5613484697428,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 2}",0
334,False,"{'a': 0.7, 'e': 0.6659999999999997}",30,0,-159.70209802376075,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
335,False,"{'a': 0.7, 'e': 0.6649999999999997}",20,15,9.53075623395358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.6639999999999997}",25,0,-204.25059289534084,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
337,False,"{'a': 0.7, 'e': 0.6629999999999997}",25,0,-37.3793320276477,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
338,False,"{'a': 0.7, 'e': 0.6619999999999997}",20,0,-52.31341934370723,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
339,False,"{'a': 0.7, 'e': 0.6609999999999997}",25,2,-145.11615022172822,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 3}",1
340,False,"{'a': 0.7, 'e': 0.6599999999999997}",20,0,-91.47984164640863,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
341,False,"{'a': 0.7, 'e': 0.6589999999999997}",20,0,-161.95392780932778,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
342,False,"{'a': 0.7, 'e': 0.6579999999999997}",20,8,-0.5020686953647986,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 0.6569999999999997}",30,0,-38.912725251306874,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
344,False,"{'a': 0.7, 'e': 0.6559999999999997}",20,12,-36.0324553124592,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
345,False,"{'a': 0.7, 'e': 0.6549999999999997}",30,0,-19.251444059893565,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
346,False,"{'a': 0.7, 'e': 0.6539999999999997}",20,0,-30.666896974357837,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
347,False,"{'a': 0.7, 'e': 0.6529999999999997}",25,7,-59.060601989781766,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 1}",1
348,False,"{'a': 0.7, 'e': 0.6519999999999997}",20,14,1.8705510311502433,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 0.6509999999999997}",25,0,-34.73662621210105,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
350,False,"{'a': 0.7, 'e': 0.6499999999999997}",20,5,16.92171348059907,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 0.6489999999999997}",20,0,-104.58908951080528,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
352,False,"{'a': 0.7, 'e': 0.6479999999999997}",25,0,-71.12129601571705,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
353,False,"{'a': 0.7, 'e': 0.6469999999999997}",25,0,-16.786980545639864,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
354,False,"{'a': 0.7, 'e': 0.6459999999999997}",25,2,-65.88817542240476,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 0.7, 'e': 0.6449999999999997}",25,0,-81.50035125059748,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
356,False,"{'a': 0.7, 'e': 0.6439999999999997}",25,20,6.679096190814901,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7, 'e': 0.6429999999999997}",20,12,8.240448967562665,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.7, 'e': 0.6419999999999997}",30,22,4.666751522483026,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.7, 'e': 0.6409999999999997}",25,10,3.8732322330635967,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.7, 'e': 0.6399999999999997}",30,0,-82.16035308002652,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
361,False,"{'a': 0.7, 'e': 0.6389999999999997}",25,0,-84.72210393057334,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
362,False,"{'a': 0.7, 'e': 0.6379999999999997}",25,9,-19.139877439229103,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
363,False,"{'a': 0.7, 'e': 0.6369999999999997}",30,0,14.676843193807297,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
364,False,"{'a': 0.7, 'e': 0.6359999999999997}",20,5,-42.86092567741502,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
365,False,"{'a': 0.7, 'e': 0.6349999999999997}",30,17,-42.07886879828529,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 0}",1
366,False,"{'a': 0.7, 'e': 0.6339999999999997}",25,0,-20.192431485210108,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
367,False,"{'a': 0.7, 'e': 0.6329999999999997}",20,0,-6.92646920580204,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
368,False,"{'a': 0.7, 'e': 0.6319999999999997}",20,0,-40.43564082437844,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
