trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.7, 'e': 0.6309999999999997}",35,0,-97.43098497361903,"{0: 29, 1: 0, 2: 3, 3: 1, 4: 2}",0
370,False,"{'a': 0.7, 'e': 0.6299999999999997}",20,0,-43.80435211217162,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
371,False,"{'a': 0.7, 'e': 0.6289999999999997}",25,0,-121.100126605684,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
372,False,"{'a': 0.7, 'e': 0.6279999999999997}",25,0,-102.87789716767303,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
373,False,"{'a': 0.7, 'e': 0.6269999999999997}",30,13,-15.412079364098995,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
374,False,"{'a': 0.7, 'e': 0.6259999999999997}",30,0,-87.46474724996517,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
375,False,"{'a': 0.7, 'e': 0.6249999999999997}",30,5,-34.997697130498324,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
376,False,"{'a': 0.7, 'e': 0.6239999999999997}",25,0,-36.29080769314312,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
377,False,"{'a': 0.7, 'e': 0.6229999999999997}",30,0,-21.378940572565334,"{0: 22, 1: 6, 2: 2, 3: 0, 4: 0}",0
378,False,"{'a': 0.7, 'e': 0.6219999999999997}",25,0,-104.52071930427279,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
379,False,"{'a': 0.7, 'e': 0.6209999999999997}",20,0,-40.373688283657195,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
380,False,"{'a': 0.7, 'e': 0.6199999999999997}",25,0,-22.5173126109444,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
381,False,"{'a': 0.7, 'e': 0.6189999999999997}",20,6,20.24408564072611,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.7, 'e': 0.6179999999999997}",20,0,-13.262995997933505,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
383,False,"{'a': 0.7, 'e': 0.6169999999999997}",20,0,-75.88469067182086,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
384,False,"{'a': 0.7, 'e': 0.6159999999999997}",20,16,5.620516313005027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7, 'e': 0.6149999999999997}",20,9,-24.287887883147768,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
386,False,"{'a': 0.7, 'e': 0.6139999999999997}",20,0,-61.51502046619372,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",1
387,False,"{'a': 0.7, 'e': 0.6129999999999997}",25,0,-119.5924607605108,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
388,False,"{'a': 0.7, 'e': 0.6119999999999997}",25,0,-13.797693051084515,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
389,False,"{'a': 0.7, 'e': 0.6109999999999997}",35,0,-75.1594169893981,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
390,False,"{'a': 0.7, 'e': 0.6099999999999997}",35,0,-11.38724962681706,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
391,False,"{'a': 0.7, 'e': 0.6089999999999997}",25,0,-51.347896220256814,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
392,False,"{'a': 0.7, 'e': 0.6079999999999997}",20,0,-24.796692336226222,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
393,False,"{'a': 0.7, 'e': 0.6069999999999997}",20,0,-17.707347081968127,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
394,False,"{'a': 0.7, 'e': 0.6059999999999997}",30,0,-186.6579630494518,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 4}",0
395,False,"{'a': 0.7, 'e': 0.6049999999999996}",25,17,-14.821449524757833,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.7, 'e': 0.6039999999999996}",20,2,-96.40319447917132,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
397,False,"{'a': 0.7, 'e': 0.6029999999999996}",30,3,-85.88597230584142,"{0: 21, 1: 0, 2: 3, 3: 2, 4: 1}",1
398,False,"{'a': 0.7, 'e': 0.6019999999999996}",20,0,-124.5666609082458,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
399,False,"{'a': 0.7, 'e': 0.6009999999999996}",30,7,1.4702409995534054,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
400,False,"{'a': 0.7, 'e': 0.5999999999999996}",20,7,-51.347688720979455,"{0: 7, 1: 4, 2: 0, 3: 2, 4: 0}",1
401,False,"{'a': 0.7, 'e': 0.5989999999999996}",20,12,3.0807637234447176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.7, 'e': 0.5979999999999996}",30,0,-39.75627838955813,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
403,False,"{'a': 0.7, 'e': 0.5969999999999996}",30,2,-58.63015779567138,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 0}",1
404,False,"{'a': 0.7, 'e': 0.5959999999999996}",20,12,-16.0288683126703,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
405,False,"{'a': 0.7, 'e': 0.5949999999999996}",30,0,-43.647720577635106,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
406,False,"{'a': 0.7, 'e': 0.5939999999999996}",20,0,5.983684642356914,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
407,False,"{'a': 0.7, 'e': 0.5929999999999996}",30,13,-48.43056028511239,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
408,False,"{'a': 0.7, 'e': 0.5919999999999996}",25,4,-78.41399938549485,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 1}",1
409,False,"{'a': 0.7, 'e': 0.5909999999999996}",20,10,-76.7475589174983,"{0: 4, 1: 3, 2: 1, 3: 1, 4: 1}",1
410,False,"{'a': 0.7, 'e': 0.5899999999999996}",20,5,-0.45589454181958633,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
411,False,"{'a': 0.7, 'e': 0.5889999999999996}",25,0,-21.008648275415396,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
412,False,"{'a': 0.7, 'e': 0.5879999999999996}",20,0,-87.38899219780902,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
413,False,"{'a': 0.7, 'e': 0.5869999999999996}",25,0,-136.13667704463674,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
414,False,"{'a': 0.7, 'e': 0.5859999999999996}",25,9,-6.001386533906778,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
415,False,"{'a': 0.7, 'e': 0.5849999999999996}",25,3,-50.86159795007186,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
416,False,"{'a': 0.7, 'e': 0.5839999999999996}",35,19,-19.472927963358604,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
417,False,"{'a': 0.7, 'e': 0.5829999999999996}",20,0,-18.732308173350788,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
418,False,"{'a': 0.7, 'e': 0.5819999999999996}",20,10,-33.69349369210924,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
419,False,"{'a': 0.7, 'e': 0.5809999999999996}",30,0,-94.201231204716,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
420,False,"{'a': 0.7, 'e': 0.5799999999999996}",30,3,-38.04722642162183,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
421,False,"{'a': 0.7, 'e': 0.5789999999999996}",20,0,-52.82936416406001,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
422,False,"{'a': 0.7, 'e': 0.5779999999999996}",25,8,19.658225248954974,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7, 'e': 0.5769999999999996}",20,0,-79.30171386639863,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
424,False,"{'a': 0.7, 'e': 0.5759999999999996}",25,16,-47.791282819011144,"{0: 5, 1: 1, 2: 1, 3: 2, 4: 0}",1
425,False,"{'a': 0.7, 'e': 0.5749999999999996}",25,0,-156.15492208506575,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
426,False,"{'a': 0.7, 'e': 0.5739999999999996}",20,0,-52.796601655302666,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
427,False,"{'a': 0.7, 'e': 0.5729999999999996}",20,1,-8.615755955032695,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.7, 'e': 0.5719999999999996}",20,0,-75.29113033579704,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
429,False,"{'a': 0.7, 'e': 0.5709999999999996}",20,0,-24.485760211491083,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
430,False,"{'a': 0.7, 'e': 0.5699999999999996}",25,0,-102.0035837759879,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
431,False,"{'a': 0.7, 'e': 0.5689999999999996}",35,11,-80.7628748989119,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 1}",1
432,False,"{'a': 0.7, 'e': 0.5679999999999996}",20,14,10.783243937087548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.7, 'e': 0.5669999999999996}",20,2,-8.349494360472898,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
434,False,"{'a': 0.7, 'e': 0.5659999999999996}",25,18,13.980573968921705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7, 'e': 0.5649999999999996}",25,4,-3.6640637527744953,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
436,False,"{'a': 0.7, 'e': 0.5639999999999996}",25,11,1.601400774908177,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.7, 'e': 0.5629999999999996}",25,0,-33.474737935711154,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
438,False,"{'a': 0.7, 'e': 0.5619999999999996}",25,0,2.9871137722532626,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
439,False,"{'a': 0.7, 'e': 0.5609999999999996}",20,0,-21.10842818948032,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
440,False,"{'a': 0.7, 'e': 0.5599999999999996}",25,0,7.984290049986702,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
441,False,"{'a': 0.7, 'e': 0.5589999999999996}",20,0,-58.568207745039764,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
442,False,"{'a': 0.7, 'e': 0.5579999999999996}",25,0,-71.71456894622436,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
443,False,"{'a': 0.7, 'e': 0.5569999999999996}",20,0,4.399525723427528,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
444,False,"{'a': 0.7, 'e': 0.5559999999999996}",20,0,-13.023272593477305,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
445,False,"{'a': 0.7, 'e': 0.5549999999999996}",30,0,-99.85861861138808,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
446,False,"{'a': 0.7, 'e': 0.5539999999999996}",25,0,-45.84971815762298,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
447,False,"{'a': 0.7, 'e': 0.5529999999999996}",20,0,-56.20400229964998,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
448,False,"{'a': 0.7, 'e': 0.5519999999999996}",25,5,-72.40670292704003,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
449,False,"{'a': 0.7, 'e': 0.5509999999999996}",30,11,-67.54920055611075,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
450,False,"{'a': 0.7, 'e': 0.5499999999999996}",20,5,-33.663263176277525,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
451,False,"{'a': 0.7, 'e': 0.5489999999999996}",20,6,-42.48251719573374,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
452,False,"{'a': 0.7, 'e': 0.5479999999999996}",30,0,-1.823279641504036,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
453,False,"{'a': 0.7, 'e': 0.5469999999999996}",25,0,3.5930286881322786,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
454,False,"{'a': 0.7, 'e': 0.5459999999999996}",25,17,3.3477223320746257,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.7, 'e': 0.5449999999999996}",20,0,-19.44763989327152,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
456,False,"{'a': 0.7, 'e': 0.5439999999999996}",20,0,-79.78089281893381,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
457,False,"{'a': 0.7, 'e': 0.5429999999999996}",20,0,-21.346396970741228,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
458,False,"{'a': 0.7, 'e': 0.5419999999999996}",20,0,-40.40768459844518,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
459,False,"{'a': 0.7, 'e': 0.5409999999999996}",30,11,11.620022396348265,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
460,False,"{'a': 0.7, 'e': 0.5399999999999996}",25,0,-63.99726385987006,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
461,False,"{'a': 0.7, 'e': 0.5389999999999996}",20,0,-41.968923625230815,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
462,False,"{'a': 0.7, 'e': 0.5379999999999996}",25,2,-69.07130870809455,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 1}",1
463,False,"{'a': 0.7, 'e': 0.5369999999999996}",25,0,-167.16846051861089,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
464,False,"{'a': 0.7, 'e': 0.5359999999999996}",20,8,15.76415302323614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.7, 'e': 0.5349999999999996}",25,0,-117.79867357524734,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
466,False,"{'a': 0.7, 'e': 0.5339999999999996}",25,0,-69.68110354724965,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
467,False,"{'a': 0.7, 'e': 0.5329999999999996}",20,3,-24.694448808119084,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
468,False,"{'a': 0.7, 'e': 0.5319999999999996}",30,0,-118.04221398773865,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
469,False,"{'a': 0.7, 'e': 0.5309999999999996}",20,0,-20.607883541681403,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
470,False,"{'a': 0.7, 'e': 0.5299999999999996}",25,0,-14.863130944862359,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
471,False,"{'a': 0.7, 'e': 0.5289999999999996}",25,10,-23.609607774886612,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
472,False,"{'a': 0.7, 'e': 0.5279999999999996}",20,0,-112.82400461402138,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",1
473,False,"{'a': 0.7, 'e': 0.5269999999999996}",20,0,-29.523658521311773,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
474,False,"{'a': 0.7, 'e': 0.5259999999999996}",20,0,-40.46602514780724,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
475,False,"{'a': 0.7, 'e': 0.5249999999999996}",30,0,-35.67598833455455,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
476,False,"{'a': 0.7, 'e': 0.5239999999999996}",25,13,-7.697981702282294,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.7, 'e': 0.5229999999999996}",20,0,-109.17475043872041,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
478,False,"{'a': 0.7, 'e': 0.5219999999999996}",20,0,-13.139815210884706,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
479,False,"{'a': 0.7, 'e': 0.5209999999999996}",25,0,-42.97766284171803,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
480,False,"{'a': 0.7, 'e': 0.5199999999999996}",25,14,1.3518167518420836,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.7, 'e': 0.5189999999999996}",20,9,3.093529953623193,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.7, 'e': 0.5179999999999996}",30,8,-55.25840237406028,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
483,False,"{'a': 0.7, 'e': 0.5169999999999996}",20,0,-116.02795121104073,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
484,False,"{'a': 0.7, 'e': 0.5159999999999996}",20,0,-41.35589450140867,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
485,False,"{'a': 0.7, 'e': 0.5149999999999996}",20,0,-31.193963043807347,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
486,False,"{'a': 0.7, 'e': 0.5139999999999996}",20,0,-18.88341698101534,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
487,False,"{'a': 0.7, 'e': 0.5129999999999996}",20,0,-54.98105418464147,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
488,False,"{'a': 0.7, 'e': 0.5119999999999996}",20,7,-36.44195131592699,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
489,False,"{'a': 0.7, 'e': 0.5109999999999996}",25,4,-5.423117007407539,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
490,False,"{'a': 0.7, 'e': 0.5099999999999996}",30,0,-123.64232028967336,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
491,False,"{'a': 0.7, 'e': 0.5089999999999996}",25,0,-7.337339419208763,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
492,False,"{'a': 0.7, 'e': 0.5079999999999996}",20,0,-66.83168054792408,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
493,False,"{'a': 0.7, 'e': 0.5069999999999996}",20,15,7.30164756625833,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.7, 'e': 0.5059999999999996}",25,11,-37.66523930475289,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
495,False,"{'a': 0.7, 'e': 0.5049999999999996}",25,6,1.1195852186356605,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.7, 'e': 0.5039999999999996}",30,0,-13.23449590549845,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",1
497,False,"{'a': 0.7, 'e': 0.5029999999999996}",20,0,-39.011965037018456,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
498,False,"{'a': 0.7, 'e': 0.5019999999999996}",25,1,-31.408482165656586,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
499,False,"{'a': 0.7, 'e': 0.5009999999999996}",20,1,-108.10415247685312,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
500,False,"{'a': 0.7, 'e': 0.49999999999999956}",25,0,-127.13443451439427,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
501,False,"{'a': 0.7, 'e': 0.49899999999999956}",30,0,-164.78374074543493,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 2}",0
502,False,"{'a': 0.7, 'e': 0.49799999999999955}",30,0,-14.584458707143128,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
503,False,"{'a': 0.7, 'e': 0.49699999999999955}",35,12,-94.09756572294,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 2}",1
504,False,"{'a': 0.7, 'e': 0.49599999999999955}",25,14,-6.254635078247565,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.7, 'e': 0.49499999999999955}",20,2,-13.408454231874599,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
506,False,"{'a': 0.7, 'e': 0.49399999999999955}",20,0,-39.17136062160417,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
507,False,"{'a': 0.7, 'e': 0.49299999999999955}",20,0,-52.775247731967696,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
508,False,"{'a': 0.7, 'e': 0.49199999999999955}",20,1,-12.003312057658482,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
509,False,"{'a': 0.7, 'e': 0.49099999999999955}",20,12,2.0431352054417067,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.7, 'e': 0.48999999999999955}",30,0,-45.554993686925414,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
511,False,"{'a': 0.7, 'e': 0.48899999999999955}",35,0,-1.4010555473187454,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
512,False,"{'a': 0.7, 'e': 0.48799999999999955}",30,12,-28.201457697365008,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
513,False,"{'a': 0.7, 'e': 0.48699999999999954}",30,12,-22.380698530444338,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
514,False,"{'a': 0.7, 'e': 0.48599999999999954}",30,19,-36.00572522658165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
515,False,"{'a': 0.7, 'e': 0.48499999999999954}",30,16,-10.532960027465112,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
516,False,"{'a': 0.7, 'e': 0.48399999999999954}",25,0,-61.642569805907186,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
517,False,"{'a': 0.7, 'e': 0.48299999999999954}",25,0,-42.48419481138075,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
518,False,"{'a': 0.7, 'e': 0.48199999999999954}",20,5,-4.690563959780502,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
519,False,"{'a': 0.7, 'e': 0.48099999999999954}",20,12,-47.68597456595618,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
520,False,"{'a': 0.7, 'e': 0.47999999999999954}",30,0,-103.94115362016444,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
521,False,"{'a': 0.7, 'e': 0.47899999999999954}",30,10,-29.69270282315455,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.7, 'e': 0.47799999999999954}",20,11,-20.656308330282126,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
523,False,"{'a': 0.7, 'e': 0.47699999999999954}",20,9,18.825518877507914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.7, 'e': 0.47599999999999953}",25,0,-51.20405606996858,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
525,False,"{'a': 0.7, 'e': 0.47499999999999953}",25,0,-88.32555957784143,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
526,False,"{'a': 0.7, 'e': 0.47399999999999953}",30,5,-55.12747545683467,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",1
527,False,"{'a': 0.7, 'e': 0.47299999999999953}",25,12,6.568338124393932,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.7, 'e': 0.47199999999999953}",20,9,-43.620909695401,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
529,False,"{'a': 0.7, 'e': 0.47099999999999953}",20,0,-8.343502579737764,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
530,False,"{'a': 0.7, 'e': 0.46999999999999953}",20,7,-27.413245224239454,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 0.7, 'e': 0.46899999999999953}",20,3,-26.80788941290287,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
532,False,"{'a': 0.7, 'e': 0.4679999999999995}",25,8,-10.19794822520392,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
533,False,"{'a': 0.7, 'e': 0.4669999999999995}",20,0,-48.12079740196623,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
534,False,"{'a': 0.7, 'e': 0.4659999999999995}",20,0,-41.61007841352915,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
535,False,"{'a': 0.7, 'e': 0.4649999999999995}",25,10,-18.312964993707084,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
536,False,"{'a': 0.7, 'e': 0.4639999999999995}",20,8,-38.30155074902516,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
537,False,"{'a': 0.7, 'e': 0.4629999999999995}",20,14,8.583214978655374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.7, 'e': 0.4619999999999995}",25,4,1.5836382182753264,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
539,False,"{'a': 0.7, 'e': 0.4609999999999995}",20,14,-5.733467597915521,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.7, 'e': 0.4599999999999995}",20,0,-25.461686212489816,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
541,False,"{'a': 0.7, 'e': 0.4589999999999995}",30,20,19.411945346436422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.7, 'e': 0.4579999999999995}",25,15,4.6681244352376225,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.7, 'e': 0.4569999999999995}",25,1,-25.17781855988568,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
544,False,"{'a': 0.7, 'e': 0.4559999999999995}",35,13,-38.31409835548271,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
545,False,"{'a': 0.7, 'e': 0.4549999999999995}",20,0,5.478552544084524,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
546,False,"{'a': 0.7, 'e': 0.4539999999999995}",25,0,-63.605434780940804,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
547,False,"{'a': 0.7, 'e': 0.4529999999999995}",25,13,-14.268431108283298,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
548,False,"{'a': 0.7, 'e': 0.4519999999999995}",20,14,-6.817417568062135,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.7, 'e': 0.4509999999999995}",20,7,-70.28021945546205,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
550,False,"{'a': 0.7, 'e': 0.4499999999999995}",20,2,-11.799517350095222,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
551,False,"{'a': 0.7, 'e': 0.4489999999999995}",25,5,-11.333755756325761,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
552,False,"{'a': 0.7, 'e': 0.4479999999999995}",20,0,22.33499780965573,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
